CommunityName,State,agepct12t21,agepct12t29,agepct16t24,agepct65up,medIncome,pctWWage,perCapInc,whitePerCap,blackPerCap,indianPerCap,asianPerCap,otherPerCap,HispPerCap,pctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,Population,HouseholdSize,racepctblack,racepctwhite,racepctasian,racepcthisp,TotalPctDiv,PctKids2Par,NumImmig,PctImmigRecent,PctImmigRec5,HousVacant,NumInShelters,NumStreet,murders,murdPerPop,rapes,rapesPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Lansdowneborough,PA,10.37,24.64,11.01,15.54,35795,77,17626,17914,15210,39000,9352,0,7032,3.39,12.09,30.06,3.84,66.79,11712,2.38,5.16,93.4,1.12,0.92,9.18,81.12,549,11.11,14.39,198,0,0,0,0,2,17.12,6,51.37,19,162.67,28,239.73,160,1369.86,26,222.6,0,0
EastLampetertownship,PA,12.03,25.44,12.08,13.02,34720,82.75,16904,16990,13692,0,16031,11666,13054,4.98,27.54,18.99,2.34,69.97,11999,2.6,1.33,96.41,1.26,2.45,8.51,84.76,345,20.29,33.33,172,43,0,0,0,1,8.19,8,65.55,9,73.75,65,532.61,432,3539.82,26,213.04,0,0
Montgomerytownship,PA,9.28,21.33,8.42,11.93,52193,86.35,21465,21799,26276,27652,14130,0,54648,1.08,12.21,35.98,2.8,71.82,12179,2.66,1.63,92.86,5.09,0.87,6.97,89.38,833,4.68,8.16,246,0,0,1,8.07,0,0,3,24.22,3,24.22,45,363.28,537,4335.19,47,379.43,1,8.07
Allentowncity,PA,12.67,27.39,13.52,15.05,25983,72.34,12822,13778,8390,6560,7977,5656,6019,12.86,30.56,15.27,6.26,59.22,105090,2.46,4.98,86.17,1.35,11.68,12.07,61.24,6088,18.43,26.76,2861,100,11,6,5.69,42,39.81,324,307.07,347,328.87,1682,1594.12,4659,4415.57,448,424.59,42,39.81
Lebanoncity,PA,12.67,26.36,12.43,16.07,21619,70.61,11203,11567,6876,11382,6316,4392,4757,14.61,36.72,8.15,4.84,60.18,24800,2.37,1.44,94.17,0.96,6.9,13.64,60.01,583,22.47,24.53,528,4,0,6,23.48,11,43.04,27,105.65,32,125.21,155,606.49,743,2907.23,28,109.56,2,7.83
Butlercity,PA,12.95,26.14,13.03,17.24,17391,64.96,10162,10111,8443,9695,30328,1660,4289,23.2,27.26,11.04,7.39,52.44,15714,2.28,1.4,97.7,0.41,0.62,14.39,62.92,279,0,5.73,529,25,0,1,5.91,3,17.73,3,17.73,29,171.36,68,401.82,400,2363.65,40,236.36,4,23.64
Haverfordtownship,PA,13.05,23.6,12.45,15.8,48210,78.9,20566,20785,18772,15376,12383,4681,11860,3.18,12.66,37.63,2.81,63.42,49848,2.81,2.03,96.07,1.75,0.67,5.58,87.91,3200,10.16,13.38,490,109,0,1,1.97,2,3.94,13,25.64,23,45.36,103,203.14,408,804.69,51,100.59,1,1.97
LowerPaxtontownship,PA,11.16,24.95,11.4,11.65,37783,84.78,18522,18728,15063,35001,18586,9865,10586,2.8,12.58,26.8,2.06,71.66,39162,2.44,5.49,92.63,1.34,1.12,9.87,79.24,871,11.6,16.53,835,0,0,1,2.51,7,17.57,37,92.89,115,288.7,229,574.89,1143,2869.41,38,95.4,4,10.04
Towamencintownship,PA,13.42,23.91,10.99,9.47,48547,84.81,19370,19711,17055,50850,13089,6656,10243,2.75,12.43,36.62,2.64,71.4,14167,2.72,2.48,93.36,3.88,0.96,8.09,85.76,676,13.91,16.72,187,0,0,0,0,1,6.94,2,13.88,7,48.58,58,402.55,243,1686.56,8,55.52,1,6.94
Newberrytownship,PA,14.01,27.96,12.06,6.12,35005,88.86,13512,13544,24509,5433,7405,13333,9308,2.7,22.42,14.09,2.96,75.1,12003,2.77,0.37,98.81,0.42,0.78,10.04,80.61,142,5.63,5.63,209,0,0,0,0,3,23.67,0,0,4,31.56,95,749.57,191,1507.02,11,86.79,1,7.89
Swataratownship,PA,11.32,24.35,11.22,15.45,33817,78.69,14636,14957,12362,6524,12549,10164,12523,6.6,23.65,15.17,3.75,63.08,19661,2.58,9.31,88.42,1.17,2.31,10.31,76.49,688,3.34,3.34,275,0,0,0,0,8,40.01,24,120.02,73,365.05,187,935.14,1064,5320.8,87,435.07,3,15
Rostravertownship,PA,13.02,22.72,11.14,14.95,25615,69.18,11587,11671,9055,8571,0,0,8723,10.86,22.71,13.11,10.57,50.13,11224,2.6,2.35,97.3,0.19,0.49,7.67,77.92,80,0,0,299,0,0,0,0,0,0,2,17.52,5,43.81,42,367.97,308,2698.44,43,376.73,1,8.76
Bethlehemtownship,PA,13.3,23.35,10.97,10.28,42235,84.71,17659,17576,10663,0,32244,16361,13348,2.88,18.25,20.88,2.87,68.71,16425,2.87,1.21,96.68,1.47,2.55,6.28,87.5,624,1.12,3.85,206,0,0,0,0,1,5.99,4,23.94,9,53.88,29,173.6,405,2424.42,12,71.83,1,5.99
Kingstonborough,PA,11,21,9.89,21.69,25482,66.73,15356,15381,471,0,21299,5060,10741,9.08,20.25,23.29,4.06,54.41,14507,2.32,0.23,98.62,1.03,0.48,8.61,78,368,8.15,12.5,317,0,0,0,0,3,21.7,4,28.93,11,79.55,33,238.65,367,2654.04,17,122.94,10,72.32
Bristolborough,PA,12.52,26.39,12.31,16.83,26265,72.88,11911,12365,8148,24451,15175,7576,8533,10.36,37.82,8.51,8.35,58.62,10405,2.63,7.75,88.71,0.38,8.78,11.29,65.31,260,1.92,16.92,185,0,0,0,0,3,27.7,27,249.28,61,563.2,59,544.73,327,3019.11,66,609.36,9,83.09
UpperAllentownship,PA,23.23,34.17,23.29,10.3,43598,82.95,17698,17885,9219,2022,10140,9863,6256,1.75,10.82,32.74,3.42,66.11,13347,3.01,0.66,97.65,1.47,0.49,6.14,86.48,444,16.22,23.65,98,0,0,0,0,0,0,0,0,9,66.3,28,206.28,165,1215.56,3,22.1,0,0
Pottsvillecity,PA,12.56,24.29,11.99,17.79,21135,66.27,11523,11478,5423,5654,41482,2574,14174,15.36,30.52,12.13,7.2,52.51,16603,2.46,1.66,97.51,0.57,0.52,10.15,68.64,250,0,0,565,0,1,0,0,3,18.04,3,18.04,14,84.19,57,342.75,248,1491.28,12,72.16,0,0
WestGoshentownship,PA,12.3,24.9,11.94,10.12,51265,88.24,20589,20897,16218,29091,15984,9384,14698,1.98,10.41,38.96,2.23,72.76,18082,2.79,4.39,93.38,1.78,1.57,6.97,87.62,654,21.87,28.13,319,0,0,0,0,1,5.44,4,21.75,34,184.88,54,293.64,440,2392.6,52,282.76,1,5.44
LowerSalfordtownship,PA,11.27,23.45,10.14,7.27,45262,86.46,17355,17538,7033,0,24369,10088,12351,3.81,17.77,26.2,1.97,74.11,10735,2.89,1.7,96.67,1.15,1.02,6.85,86.01,219,3.65,9.59,115,0,0,0,0,2,18.32,0,0,22,201.52,20,183.2,103,943.48,6,54.96,1,9.16
Logantownship,PA,16.7,25.53,14.13,13.38,25500,73.58,11677,11748,1428,4994,1000,6499,5028,7.47,22.95,9.99,6.24,54.45,12381,2.77,0.9,98.61,0.34,0.36,8.07,78.85,164,0,3.66,293,0,0,0,0,3,23.83,4,31.77,12,95.31,42,333.57,255,2025.26,7,55.6,1,7.94
SouthWhitehalltownship,PA,10.4,17.59,8.13,17.06,43968,75.89,20404,20503,15781,9250,17868,29500,17050,1.79,20.14,31.88,2.65,59.13,18261,2.8,0.7,97.24,1.88,1,6.21,88.17,1064,5.17,10.24,168,0,0,0,0,2,10.77,8,43.08,11,59.23,81,436.14,720,3876.8,28,150.76,4,21.54
Warringtontownship,PA,13.98,27.62,12.6,7.34,47284,90.97,17671,17620,22762,0,14222,21721,14653,2.23,10.18,26.83,3.88,73.07,12169,2.89,2.01,95.99,1.73,1.15,8.36,83.54,505,5.54,21.78,254,0,0,0,0,0,0,1,8.08,6,48.48,58,468.61,177,1430.07,21,169.67,5,40.4
Cumrutownship,PA,10.65,21.93,10.04,15.31,37161,78.18,19100,19140,12510,0,19965,30115,23499,3.52,22.09,24.04,2.32,65.69,13142,2.42,1.15,97.12,1.45,1,9.97,81.32,521,8.06,15.55,263,0,0,0,0,0,0,8,41.46,53,274.68,63,326.51,443,2295.93,24,124.38,0,0
WestHempfieldtownship,PA,12.25,24.44,9.91,8.11,38527,86.83,14994,15192,8103,26000,10217,8733,6342,7.54,21.33,20.53,2.54,72.68,12942,2.87,1.68,96.21,1.28,1.81,8.04,79.43,267,8.24,26.22,124,0,0,1,7.6,4,30.39,1,7.6,15,113.96,30,227.93,180,1367.57,10,75.98,0,0
Hampdentownship,PA,13.86,23.76,11.41,9.42,44250,85.36,20380,20482,8776,3241,20587,9365,11918,2.06,9.55,31.41,2.13,70.85,20384,2.71,0.46,96.45,2.7,0.71,7.68,86.35,729,13.58,16.6,354,0,0,0,0,1,4.82,3,14.47,32,154.34,57,274.92,400,1929.29,18,86.82,1,4.82
Carlisleborough,PA,18.9,33.27,21.85,14.64,26151,76.05,13797,14268,7146,8857,10811,4507,5670,9.85,24.39,27.48,3.54,60.18,18419,2.54,5.71,92.18,1.57,1.13,10.01,66.82,625,12.64,17.6,437,62,0,3,15.78,6,31.57,36,189.4,22,115.75,86,452.46,518,2725.31,29,152.58,7,36.83
Bensalemtownship,PA,13.72,28.9,12.69,8.31,38488,85.15,15964,16405,11986,12030,14112,9192,9789,5.32,20.07,21.8,4.97,69.05,56788,2.71,6.88,88.67,3.66,2.19,10.25,75.11,3619,12.27,18.68,1749,0,0,3,5.19,14,24.24,93,161,99,171.39,416,720.18,1656,2866.89,559,967.75,25,43.28
Nanticokecity,PA,12.11,22.6,12.06,22.02,18974,61.5,10815,10874,2753,0,4703,0,14714,12.18,38.75,9.62,7.49,48.58,12267,2.35,0.16,99.34,0.28,0.64,7.98,71.14,176,0,9.66,417,0,0,0,0,0,0,6,49.99,12,99.98,46,383.27,207,1724.71,9,74.99,2,16.66
Hamptontownship,PA,12.83,21.98,9.61,9.69,45538,85.39,19940,19956,24466,0,16756,0,17849,2.54,13,35.58,3.23,66.1,15568,2.9,0.53,98.59,0.75,0.3,5.64,89.06,247,0,0,151,0,0,0,0,0,0,1,6.32,16,101.05,25,157.9,162,1023.18,11,69.48,0,0
Hazletoncity,PA,11.5,22.54,11.15,21.77,20927,64.73,11512,11359,14762,8251,41141,4495,8886,13.48,28.34,10.31,6.05,51.83,24730,2.34,0.21,98.63,0.67,1.01,8.93,70.75,619,10.34,11.63,769,0,0,0,0,5,20.24,7,28.34,16,64.77,222,898.64,342,1384.39,24,97.15,2,8.1
Moontownship,PA,14.74,27.2,14.43,8.54,42016,87.13,18134,18420,11747,0,14160,14170,13986,6.2,10.4,29.51,4.14,66.1,19631,2.72,3.21,95.49,1.01,0.89,8.08,84.69,632,11.87,16.3,640,0,0,0,0,3,15.02,4,20.03,7,35.06,43,215.36,262,1312.17,63,315.52,0,0
OilCitycity,PA,12.7,23.62,10.89,15.82,20411,68.1,10658,10609,6132,2919,62598,0,4052,18.26,23.1,14.09,7.84,49.79,11949,2.45,0.47,99.01,0.34,0.5,11.83,67.94,118,6.78,6.78,574,0,0,0,0,5,42.27,2,16.91,6,50.72,77,650.94,366,3094.09,22,185.98,8,67.63
Springtownship,PA,12.09,22.19,10,13.56,41491,78.3,18326,18423,17815,0,12976,9096,6349,2.61,15.13,27.5,2.61,64.1,18899,2.63,1.01,97.15,1.52,0.87,7.73,84.07,576,9.38,9.38,256,0,0,0,0,5,26.01,2,10.4,5,26.01,29,150.87,162,842.78,10,52.02,1,5.2
Columbiaborough,PA,12.74,26.88,12.67,15.18,23534,73.82,11723,11858,10197,6174,8013,6880,5206,10.77,38.35,7.55,5.25,61.9,10701,2.54,3.88,94.36,0.28,2.26,12.52,64.24,64,51.56,51.56,232,87,0,0,0,8,69.24,12,103.86,40,346.2,91,787.61,345,2985.98,33,285.62,5,43.28
Northamptontownship,PA,16.8,26.82,13.38,6.26,59285,90.42,22373,22409,17747,76924,19723,17253,14542,1.55,8.68,37.23,2.76,70.73,35406,3.19,0.44,97.88,1.47,0.67,4.66,89.88,1881,5.21,5.58,381,0,0,0,0,2,5.55,1,2.78,12,33.32,62,172.16,165,458.18,23,63.87,2,5.55
UpperGwyneddtownship,PA,13.52,23.22,11.04,9.2,56543,87.58,21818,21977,19877,43900,20403,13800,15904,1.28,12.41,40.79,2.09,72.08,12197,2.94,3.11,91.15,5.35,0.77,6.39,88.93,712,10.25,18.96,215,0,0,0,0,1,8.06,3,24.18,3,24.18,30,241.84,166,1338.17,5,40.31,3,24.18
Doylestowntownship,PA,17.64,28.02,17.04,10.93,52212,78.05,22124,22562,7828,7000,20149,14235,14293,2.22,14.01,36.07,2.34,56.73,14510,3.19,2.52,96.09,1.05,1.14,7.99,86.43,597,3.18,6.87,307,18,0,0,0,2,13.55,1,6.78,40,271.08,27,182.98,159,1077.53,6,40.66,4,27.11
WestMifflinborough,PA,11.36,21.79,10.51,18.97,26867,66.9,12676,13126,7644,5218,3012,0,18640,9.99,22.32,11.34,7.39,52.87,23644,2.45,7.45,92.17,0.22,0.36,8.02,72.37,258,4.26,4.26,310,0,0,2,8.54,2,8.54,27,115.32,79,337.4,94,401.47,535,2284.96,379,1618.69,3,12.81
Johnstowncity,PA,12.44,22.46,11.34,21.24,14839,54.78,8500,8815,5548,955,11606,655,4251,26.94,35.82,7.24,14.17,40.07,28134,2.24,8.95,90.29,0.18,1.4,11.54,57.53,390,1.28,3.85,2131,59,0,0,0,19,69.44,48,175.42,123,449.51,296,1081.75,762,2784.78,62,226.58,10,36.55
Plainstownship,PA,10.95,20.52,9.77,21.11,25344,70.8,11602,11617,3500,0,0,0,10000,9.05,30.9,12.48,6.44,53.19,10988,2.65,0.14,99.53,0.27,0.26,7.27,79.19,148,11.49,11.49,238,0,0,0,0,2,17.9,4,35.79,14,125.28,78,697.99,271,2425.06,21,187.92,1,8.95
Pittsburghcity,PA,14.56,28.47,16.03,16.14,20747,67.59,12580,14540,7311,12732,10506,6805,10784,21.42,27.55,20.12,9.07,50.78,369879,2.41,25.78,72.13,1.61,0.94,11.66,52.24,16946,21.56,28.9,16676,693,67,80,22.55,226,63.7,2784,784.71,1389,391.51,4611,1299.68,13017,3669.03,6506,1833.81,335,94.42
Whitehallborough,PA,9.95,20.47,9.91,20.45,34183,70.02,17917,17944,19955,5400,6711,529,25639,6.66,13.26,29.31,4.11,55.91,14451,2.35,0.51,99.02,0.3,0.42,7.82,83.33,267,5.99,11.61,188,0,0,0,0,3,21.27,1,7.09,2,14.18,9,63.81,87,616.85,23,163.07,0,0
Wilkinsburgborough,PA,10.67,24.32,10.9,14.53,22709,72.84,13000,15998,10322,6624,30390,12545,8681,17.28,19.13,23.11,8.8,57.17,21080,2.14,52.54,46.2,0.58,0.62,15.18,46.07,425,21.18,22.59,1525,0,0,6,29.5,19,93.42,184,904.71,317,1558.66,344,1691.42,432,2124.1,347,1706.17,11,54.09
Warwicktownship,PA,13.05,24.37,10.54,8.14,41338,88.15,15044,15049,16962,11571,16507,0,20642,2.69,22.37,19.43,2.44,74.05,11622,2.93,0.17,98.67,0.69,0.92,6.32,88.42,170,10,15.29,107,0,0,0,0,0,0,0,0,2,16.92,2,16.92,58,490.78,1,8.46,0,0
Bethlehemcity,PA,9.8,21.82,9.79,19.52,30565,72.59,15289,15498,10868,11000,17018,5489,9443,6.09,25.24,20.27,4.06,58.36,18867,2.37,1.42,95.82,1.01,3.87,9.26,76.7,827,4.59,9.55,286,0,0,1,1.37,18,24.68,73,100.08,134,183.71,533,730.73,1944,2665.17,174,238.55,7,9.6
Middletowntownship,PA,12.69,24.19,11.32,9.11,46756,86.16,17479,17569,15157,12049,15758,13188,12993,3.52,15.07,26.08,3.53,68.25,43063,2.97,1.57,96.52,1.52,1.23,7.81,83.78,1552,4.45,8.05,461,9,0,0,0,5,11.07,22,48.69,21,46.48,206,455.9,1319,2919.11,220,486.89,?,?
LowerMakefieldtownship,PA,12.98,21.21,10.08,7.84,69904,90.15,28853,28849,21489,58000,31869,6130,21241,1.8,5.62,53.32,2.95,70.48,25083,2.93,1.42,95.27,3.02,1.09,5.72,90.77,1454,3.85,11.14,309,0,0,1,3.92,0,0,1,3.92,4,15.68,107,419.39,359,1407.13,48,188.14,0,0
Radnortownship,PA,24.9,36.41,26.05,11.79,51762,79.04,28516,29243,9906,8333,27432,24256,15885,5.31,7.03,58.16,3.49,56.26,28703,2.92,3.16,92.98,3.58,1.72,5.65,85.5,2131,11.17,16.99,749,0,0,1,3.43,2,6.85,4,13.7,10,34.25,66,226.07,420,1438.65,36,123.31,1,3.43
Ephrataborough,PA,12.59,27.59,12.87,13.06,30907,80.84,14692,14848,10400,11825,7780,6687,10607,5.78,29.71,12.8,2.28,71.03,12133,2.48,0.22,97.96,1.01,1.71,10.17,78.21,275,9.82,13.45,153,0,0,0,0,3,23.56,3,23.56,10,78.54,50,392.71,267,2097.08,14,109.96,0,0
Coatesvillecity,PA,14.4,27.4,12.96,13.97,24887,70.48,10570,12938,7544,6448,8008,4820,7335,18.19,32.4,10,6.87,55.49,11038,2.71,39.8,57.15,0.47,4.98,12.89,42.71,315,5.08,21.59,313,60,0,2,16.87,6,50.6,76,640.97,41,345.79,110,927.72,331,2791.6,66,556.63,3,25.3
Calntownship,PA,10.34,25.13,9.92,10.2,41129,86.84,15711,16735,10148,0,13882,12174,19944,6.69,16.76,22.67,3.05,65.33,11997,2.92,13.95,83.5,1.84,1.38,11.61,78,436,7.8,22.94,156,0,0,0,0,4,32.78,14,114.74,37,303.23,68,557.29,392,3212.59,50,409.77,0,0
Brentwoodborough,PA,10.46,24.26,10.93,18.04,27698,70.55,13290,13309,22406,20332,6784,10000,10572,5.74,18.96,16.12,4.62,58.32,10823,2.34,0.13,99.38,0.3,0.6,9.7,78.8,204,3.43,6.37,158,5,0,0,0,1,9.48,7,66.39,17,161.23,33,312.97,116,1100.15,19,180.2,1,9.48
Dunmoreborough,PA,13.39,24.77,13.52,21.03,25927,69.42,13083,13118,7940,0,2000,0,12231,10.84,25.96,18.84,4.21,56.2,15403,2.57,0.34,99.27,0.31,0.53,6.89,76.45,241,3.32,9.54,311,0,0,0,0,4,26.91,6,40.37,12,80.74,30,201.84,299,2011.71,20,134.56,1,6.73
Emmausborough,PA,10.72,22.81,11,17.5,33410,71.56,16211,16319,11116,18428,10109,5935,12524,4.23,23.81,18.82,4.85,61.06,11157,2.39,0.29,98.87,0.62,0.61,8.25,81.64,218,4.13,37.16,196,0,0,0,0,3,24.66,3,24.66,11,90.42,45,369.88,291,2391.91,14,115.07,1,8.22
Stroudtownship,PA,12.81,21.97,10.57,13.2,39690,78.49,16945,17141,11679,43000,9904,12320,15430,3.86,18.67,22.01,4.77,63.47,10600,2.66,1.72,96.8,1.05,1.79,8.48,81.59,444,10.59,22.07,915,0,0,0,0,2,18.55,5,46.39,14,129.88,45,417.48,509,4722.14,30,278.32,3,27.83
Berwickborough,PA,12.74,23.42,11.66,20.6,20423,66.11,10246,10271,3000,0,0,0,5227,10.64,33.09,6.3,9.13,51.63,10976,2.38,0.42,99.19,0.24,0.52,11.83,66.61,75,0,14.67,272,0,0,0,0,1,9.22,2,18.43,6,55.3,43,396.31,103,949.31,19,175.12,2,18.43
Whitehalltownship,PA,11.08,24.25,11.57,15.22,33214,75.51,14959,15035,10876,0,14170,13664,12350,5.2,26.36,16.47,4.19,62.55,22779,2.44,1.37,96.44,1.59,1.58,8.6,79.06,1023,11.73,17.4,427,5,0,0,0,2,8.63,15,64.74,27,116.54,162,699.24,823,3552.31,84,362.57,6,25.9
EastNorritontownship,PA,11.16,23.49,10.87,14.24,47026,83.45,18980,19059,16958,20657,19646,19762,16506,1.79,16.07,27.19,2.03,67.35,13324,2.68,4.18,93.84,1.82,0.64,7.1,85,624,4.01,10.42,225,0,0,0,0,1,7.38,4,29.52,6,44.28,40,295.18,297,2191.72,19,140.21,0,0
Yorktownship,PA,11.67,22.6,10.81,14.22,37058,79.67,17835,17848,36237,0,8764,4741,12552,3.3,19.81,22.83,2.43,67.14,19231,2.48,0.7,98.09,1.06,0.4,8.47,84.05,359,12.26,28.13,326,0,0,1,4.07,5,20.35,1,4.07,11,44.78,105,427.44,455,1852.23,20,81.42,4,16.28
NetherProvidencetownship,PA,11.56,20.64,9.68,14.32,52780,79.63,23280,23787,17064,7906,19397,8261,17581,2.96,11.77,43.62,2,62.64,13229,2.75,5.84,92.34,1.65,0.54,7.12,83.8,483,17.81,19.05,238,0,0,0,0,0,0,2,14.86,19,141.21,35,260.13,182,1352.66,30,222.97,1,7.43
Phoenixvilleborough,PA,9.98,27.58,11.45,13.34,31848,79.77,15138,15441,11999,0,4680,7098,6760,5.36,25.93,18.95,3.76,66.48,15066,2.4,6.5,91.93,1.13,1.17,11.62,72.18,516,1.36,8.91,353,5,0,0,0,3,19.13,14,89.29,17,108.43,63,401.81,335,2136.62,85,542.13,0,0
Burrillvilletown,RI,13.77,25.48,11.32,10.38,37156,82.54,13282,13282,7330,14106,14354,11390,16945,5.55,29.43,15.85,6.21,64.18,16230,3.05,0.1,99.52,0.13,0.44,7.39,83.34,335,0,3.58,438,0,0,0,0,1,5.97,0,0,14,83.64,63,376.37,120,716.89,9,53.77,1,5.97
Johnstontown,RI,11.37,24.09,11.63,15.5,32596,76.15,14281,14324,12851,13320,9830,984,5531,6.73,33.24,13.49,5.1,62.21,26542,2.66,0.57,98.69,0.57,0.66,8.75,78.09,1148,6.97,6.97,389,0,0,0,0,1,3.65,7,25.57,17,62.09,190,693.96,577,2107.45,148,540.56,5,18.26
Newportcity,RI,15.96,33.02,18.56,11.59,30534,76.45,16358,17118,10426,11969,10783,7817,9853,12.47,15.88,32.16,5.96,65.27,28227,2.52,8.08,88.65,1.41,2.8,12.17,62.75,1473,20.37,25.12,1898,41,0,1,4.16,16,66.54,49,203.79,219,910.83,499,2075.36,1479,6151.22,84,349.36,43,178.84
Pawtucketcity,RI,12.3,27.25,12.76,14.64,26541,75.26,12865,13432,8317,9445,7873,8015,8388,10.59,38.37,13.06,7.98,63.08,72644,2.45,3.59,89.25,0.65,7.17,11.47,66.06,12868,11.7,20.31,1904,8,1,2,2.92,29,42.33,117,170.76,166,242.28,1227,1790.8,1898,2770.12,768,1120.89,14,20.43
Warwickcity,RI,12.1,24.16,11.21,15.12,35786,77.18,16371,16393,13614,11080,18571,10244,15803,4.84,22.18,21.26,5.44,63.59,85427,2.55,0.79,97.97,0.83,0.99,9.37,79.06,3610,4.6,7.92,1704,0,0,3,3.5,17,19.83,35,40.83,308,359.35,517,603.19,2444,2851.44,636,742.03,48,56
CentralFallscity,RI,13.35,29.43,14.07,12.79,18617,68.72,8940,9635,6877,5624,4018,6280,6137,22.33,53.08,5.65,9.85,56.41,17637,2.65,4.22,77.43,0.77,29.02,12.82,53.01,4886,22.17,31.38,694,7,0,4,26.48,8,52.97,24,158.91,188,1244.79,214,1416.94,318,2105.54,229,1516.26,0,0
Smithfieldtown,RI,20.81,31.28,21.25,11.18,42523,80.68,15448,15509,8562,0,10054,4521,7877,4.34,19.22,25.24,4.82,63,19163,3.12,0.55,98.55,0.67,0.59,6.38,83.15,678,4.28,5.75,174,0,0,0,0,4,20.24,3,15.18,8,40.47,54,273.18,170,860.02,43,217.53,3,15.18
Barringtontown,RI,12.8,20.91,10.13,12.62,53058,80.14,24965,24946,13080,12700,35409,7300,15559,1.8,11.13,46.4,3.98,64.35,15849,2.83,0.33,98.5,0.96,0.79,6.07,88.22,712,14.61,16.57,212,0,0,0,0,0,0,5,31.69,8,50.7,31,196.45,263,1666.67,5,31.69,2,12.67
Bristoltown,RI,17.15,29.94,17.41,14.68,34165,78.01,14108,14053,31226,45084,17851,3635,9642,5.8,34.96,19.66,7.24,61.05,21625,2.9,0.46,98.78,0.46,1.9,7.15,81.76,3540,7.91,9.94,504,0,0,0,0,0,0,0,0,25,116.1,72,334.37,287,1332.84,15,69.66,0,0
Woonsocketcity,RI,13.15,27.93,13.54,14.29,25363,72.26,11997,12256,8494,16985,8982,5205,4578,13.92,43.81,9.12,9.35,57.82,43877,2.5,2.64,93.3,2.98,2.63,11.19,63.23,3072,8.85,13.93,1167,44,0,1,2.47,11,27.18,27,66.72,104,257.01,238,588.16,626,1547.02,117,289.14,8,19.77
Middletowntown,RI,13.83,30.61,15.41,9.92,35228,81.97,15346,15558,13525,10763,13877,7961,9792,5.04,15,27.6,4.74,69.67,19460,2.95,4.6,92,2.11,2.73,7.94,84.5,1003,18.05,22.23,517,0,0,0,0,5,25.22,5,25.22,146,736.44,43,216.9,353,1780.58,23,116.02,4,20.18
Cumberlandtown,RI,12.14,23.98,11.47,13.33,40683,79.46,17166,17164,12485,3600,31953,2512,12797,3.73,25.34,22.52,5.4,65.37,29038,2.7,0.24,98.94,0.4,1.52,6.38,84.15,2467,5.27,9.57,453,0,0,0,0,2,6.68,6,20.03,179,597.6,156,520.82,583,1946.38,60,200.31,1,3.34
NorthSmithfieldtown,RI,13.65,22.52,11.18,14.89,41449,78.59,16298,16347,0,11974,11834,0,8941,4.08,28.52,20.77,6.22,61.79,10497,2.81,0.16,99.05,0.66,0.53,5.73,87.39,450,7.78,7.78,106,0,0,0,0,1,9.24,1,9.24,56,517.27,64,591.17,138,1274.71,14,129.32,0,0
Tivertontown,RI,13.09,24.14,12.08,13.46,36170,75.43,16023,16037,0,15200,10051,0,19928,5.59,29.53,19.05,5.39,64.42,14312,2.69,0.25,99.26,0.32,1.12,7.11,82.38,625,2.4,3.84,352,0,0,0,0,0,0,5,34.29,2,13.72,99,679.01,228,1563.79,34,233.2,2,13.72
EastGreenwichtown,RI,13.36,21.94,11.05,10.43,50896,80.66,26163,26189,10685,50000,29726,0,13696,4.72,10.16,44.18,4.07,65.12,11865,2.67,0.41,98,1.34,0.65,8.08,84.9,532,5.45,11.28,214,0,0,0,0,1,8.4,1,8.4,8,67.22,82,688.96,188,1579.57,13,109.23,0,0
SouthKingstowntown,RI,29.19,39.37,29.24,10.09,36481,76.57,14325,14874,8807,5120,7757,2739,7112,6.95,14.46,38.97,5.25,59.1,24631,3.32,1.47,93.38,2.98,1.24,6.7,78.85,1472,28.33,38.65,2378,11,0,0,0,9,36.66,2,8.15,12,48.89,91,370.72,323,1315.84,22,89.62,0,0
Providencecity,RI,18.71,34.52,20.6,11.91,22147,70.69,11838,13884,7728,7743,5782,6551,6750,22.96,37.24,21.63,9.18,54.98,160728,2.73,14.83,69.93,5.94,15.54,11.37,50.04,31532,22.29,35.58,7889,240,43,22,14.69,114,76.1,636,424.55,601,401.19,4240,2830.35,6433,4294.25,3116,2080.04,384,256.33
Warrentown,RI,11.4,23.92,10.96,15.67,31637,76.46,15255,15266,11949,14762,16449,13000,9115,7.16,30.69,15.29,5.21,64.04,11385,2.53,0.31,99.05,0.4,1.2,9.43,77.41,1152,0.61,10.42,292,0,0,0,0,1,8.82,0,0,0,0,61,538.2,280,2470.44,18,158.81,0,0
Coventrytown,RI,13.45,24.46,11.2,11.74,37230,79.53,14566,14614,8314,15049,17577,7576,7450,4.85,25.57,14.17,5.7,66.47,31083,2.78,0.26,99,0.37,0.84,9.02,81.05,882,3.4,3.4,599,0,0,0,0,4,12.83,1,3.21,34,109.03,180,577.2,509,1632.19,37,118.65,16,51.31
EastProvidencecity,RI,11.71,24.59,11.59,16.6,31007,74,14387,14552,13613,8929,10487,11294,9639,6.79,33.08,15.97,5.57,61.49,50380,2.53,4.35,92.11,0.58,1.68,9.67,74.52,7424,7.09,9.47,858,0,0,0,0,2,4.02,20,40.24,53,106.62,266,535.14,965,1941.38,210,422.48,20,40.24
