State,agepct12t21,agepct12t29,agepct16t24,agepct65up,medIncome,pctWWage,perCapInc,whitePerCap,blackPerCap,indianPerCap,asianPerCap,otherPerCap,HispPerCap,pctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,Population,HouseholdSize,racepctblack,racepctwhite,racepctasian,racepcthisp,TotalPctDiv,PctKids2Par,NumImmig,PctImmigRecent,PctImmigRec5,HousVacant,NumInShelters,NumStreet,murders,murdPerPop,rapes,rapesPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
SC,13.89,25.71,12.6,13.41,26674.0,76.2,13137.0,13924.0,8147.0,6536.0,10713.0,9964.0,9500.0,10.72,35.79,16.24,5.31,62.94,15195.0,2.55,12.49,86.65,0.3,0.84,10.91,68.43,196.0,33.16,40.31,404.0,0.0,0.0,2,10.15,6.0,30.46,23.0,116.75,81.0,411.15,132.0,670.02,385.0,1954.22,34.0,172.58,0.0,0.0
SC,28.09,41.12,30.07,12.96,22176.0,71.9,9890.0,17465.0,4888.0,6412.0,13382.0,20400.0,20168.0,25.0,28.93,23.47,9.46,48.0,13739.0,3.13,59.87,39.16,0.82,0.49,9.05,48.55,205.0,35.61,37.56,415.0,0.0,0.0,1,7.25,7.0,50.74,82.0,594.42,157.0,1138.09,338.0,2450.16,1012.0,7335.99,72.0,521.93,5.0,36.25
SC,12.36,26.78,12.67,13.11,27065.0,78.27,13928.0,15956.0,6203.0,7786.0,6992.0,4614.0,6400.0,9.3,26.53,16.5,4.88,64.77,11163.0,2.52,19.44,79.4,0.7,1.02,11.27,64.02,147.0,18.37,23.13,286.0,0.0,0.0,0,0.0,7.0,66.54,39.0,370.72,90.0,855.51,135.0,1283.27,618.0,5874.52,69.0,655.89,0.0,0.0
SC,14.62,27.08,12.93,13.02,24906.0,74.4,12831.0,19015.0,5919.0,2760.0,23257.0,5923.0,15387.0,21.83,30.88,22.54,6.17,56.82,29813.0,2.69,47.04,52.28,0.45,0.57,12.85,48.79,452.0,21.24,23.01,716.0,18.0,1.0,1,3.08,20.0,61.6,180.0,554.43,344.0,1059.57,629.0,1937.41,2108.0,6492.95,175.0,539.03,6.0,18.48
SD,14.46,28.86,14.19,10.26,25740.0,78.54,12469.0,13310.0,10045.0,5269.0,8910.0,7474.0,10978.0,13.65,15.07,23.35,5.21,65.82,54523.0,2.58,1.27,88.19,0.99,2.23,11.54,70.31,1155.0,21.04,29.09,1378.0,148.0,4.0,1,1.72,45.0,77.26,25.0,42.92,187.0,321.04,481.0,825.78,2912.0,4999.31,142.0,243.79,6.375,18.5875
SD,12.77,24.07,9.52,10.16,27373.0,80.12,12411.0,13115.0,0.0,3829.0,1590.0,3277.0,5985.0,10.19,15.2,27.92,2.4,73.4,12906.0,2.55,0.14,92.8,0.33,0.81,9.64,77.85,156.0,0.0,0.0,327.0,0.0,0.0,0,0.0,8.0,58.23,0.0,0.0,32.0,232.93,125.0,909.88,610.0,4440.24,25.0,181.98,3.0,21.84
SD,13.58,25.71,12.63,14.19,21344.0,75.93,10964.0,11156.0,4190.0,4626.0,3289.0,5094.0,6928.0,12.07,20.81,20.51,2.18,65.21,12703.0,2.55,0.78,96.92,0.24,0.57,8.8,77.56,103.0,4.85,4.85,242.0,0.0,0.0,0,0.0,4.0,29.08,3.0,21.81,19.0,138.12,91.0,661.53,370.0,2689.74,20.0,145.39,3.0,21.81
SD,14.19,25.73,13.34,15.79,20146.0,72.53,10272.0,10404.0,429.0,4608.0,6972.0,8360.0,6967.0,14.51,24.49,15.45,4.67,62.6,13798.0,2.43,0.16,97.72,0.36,0.26,8.36,77.55,129.0,5.43,5.43,383.0,0.0,0.0,0,0.0,11.0,78.1,1.0,7.1,16.0,113.6,134.0,951.37,434.0,3081.29,19.0,134.9,4.0,28.4
SD,14.1,25.74,12.41,14.54,20606.0,74.37,10660.0,10873.0,0.0,3198.0,6002.0,0.0,4464.0,13.44,23.65,14.08,5.53,64.36,17592.0,2.5,0.07,98.16,0.38,0.28,8.07,79.82,115.0,16.52,24.35,588.0,0.0,0.0,0,0.0,9.0,49.3,4.0,21.91,16.0,87.64,95.0,520.38,613.0,3357.8,23.0,125.99,2.0,10.96
SD,29.33,48.62,36.95,8.87,20184.0,82.45,9723.0,9786.0,4467.0,5126.0,9972.0,4926.0,3528.0,22.83,15.55,34.66,3.91,61.4,16270.0,2.86,0.45,97.05,1.75,0.33,5.54,80.28,402.0,22.89,46.77,327.0,0.0,0.0,0,0.0,3.0,17.21,2.0,11.47,3.0,17.21,110.0,631.02,403.0,2311.84,26.0,149.15,0.0,0.0
SD,16.7,29.65,16.59,13.57,22422.0,75.49,11939.0,12042.0,1518.0,8710.0,16757.0,2520.0,5350.0,12.2,22.7,22.63,3.57,65.03,24927.0,2.49,0.16,95.98,0.5,0.35,8.26,76.25,262.0,18.32,18.32,691.0,10.0,0.0,1,3.94,14.0,55.19,4.0,15.77,33.0,130.08,122.0,480.9,692.0,2727.74,28.0,110.37,10.0,39.42
SD,35.63,54.39,43.25,6.54,16478.0,85.18,8342.0,8611.0,8695.0,3513.0,4746.0,4272.0,3380.0,30.65,13.14,44.25,6.8,58.31,10034.0,3.06,0.58,93.94,1.45,0.99,5.96,71.64,170.0,55.88,61.18,153.0,0.0,0.0,0,0.0,2.0,19.06,1.0,9.53,5.0,47.65,52.0,495.57,218.0,2077.58,7.0,66.71,0.0,0.0
SD,13.7,29.2,13.92,10.29,27123.0,81.64,13574.0,13840.0,7414.0,4274.0,6405.0,4450.0,5754.0,8.61,16.75,22.72,3.0,71.01,99405.0,2.53,0.73,96.82,0.68,0.57,10.68,75.91,1680.0,21.43,27.5,1741.0,107.0,18.0,2,1.81,103.0,93.31,44.0,39.86,326.0,295.33,735.0,665.85,3470.0,3143.54,195.0,176.65,29.0,26.27
TN,16.31,32.25,18.75,13.77,19923.0,72.35,12108.0,13169.0,6838.0,8519.0,8899.0,5971.0,11800.0,20.8,29.21,21.73,7.11,55.4,165121.0,2.36,15.78,82.73,1.04,0.67,14.23,57.18,3274.0,36.01,44.26,6480.0,354.0,130.0,14,8.14,102.0,59.32,596.0,346.59,2200.0,1279.37,2817.0,1638.17,6027.0,3504.88,1609.0,935.68,173.0,100.6
TN,17.02,22.02,10.85,5.52,70287.0,88.78,27417.0,27568.0,23433.0,0.0,20798.0,0.0,9536.0,1.39,4.95,54.34,3.1,66.76,16392.0,3.11,1.59,96.96,1.3,0.5,4.82,90.37,487.0,23.0,27.52,238.0,0.0,0.0,1,4.63,8.0,37.07,2.0,9.27,3.0,13.9,85.0,393.92,397.0,1839.84,22.0,101.96,0.0,0.0
TN,15.3,26.55,13.47,15.25,20745.0,70.75,11784.0,13507.0,5446.0,0.0,2912.0,28259.0,10691.0,17.18,35.01,11.45,7.56,54.95,10513.0,2.44,21.14,78.28,0.22,0.48,11.41,64.99,31.0,0.0,0.0,304.0,0.0,0.0,1,9.1,7.0,63.69,12.0,109.19,81.0,737.03,266.0,2420.38,706.0,6424.02,31.0,282.07,7.0,63.69
TN,15.35,27.21,12.9,7.58,38068.0,87.61,16010.0,16111.0,13739.0,11716.0,9763.0,7343.0,9042.0,4.49,16.66,21.1,3.69,71.42,32188.0,2.81,2.33,96.7,0.56,0.83,10.34,80.04,596.0,20.3,33.72,1031.0,0.0,0.0,0,0.0,11.0,29.57,13.0,34.95,125.0,336.04,217.0,583.36,712.0,1914.08,4.0,10.75,1.0,2.69
TN,12.05,20.93,9.77,17.41,32615.0,73.03,17661.0,17750.0,11277.0,109850.0,23775.0,11783.0,12674.0,9.47,14.4,35.48,4.91,58.11,27310.0,2.32,7.98,89.38,2.06,0.97,12.07,71.14,962.0,30.67,34.1,931.0,8.0,0.0,1,3.49,8.0,27.92,35.0,122.16,54.0,188.48,223.0,778.36,1325.0,4624.78,94.0,328.1,7.0,24.43
TN,16.43,24.59,11.17,5.28,47517.0,88.52,16529.0,17749.0,8105.0,1286.0,2486.0,0.0,5001.0,6.63,16.88,25.62,2.65,69.67,14427.0,3.26,11.12,88.2,0.38,0.76,7.03,85.0,187.0,20.86,20.86,184.0,0.0,0.0,1,5.04,1.0,5.04,3.0,15.11,11.0,55.42,58.0,292.21,380.0,1914.45,33.0,166.26,1.0,5.04
TN,15.49,29.54,13.38,6.82,31155.0,85.35,11864.0,12345.0,5524.0,10464.0,8165.0,8000.0,15218.0,10.96,29.64,11.21,5.03,68.77,13647.0,2.82,6.75,92.48,0.3,1.12,13.51,68.5,119.0,0.0,0.0,476.0,0.0,0.0,0,0.0,7.0,40.88,19.0,110.96,24.0,140.16,110.0,642.41,387.0,2260.12,24.0,140.16,5.0,29.2
TN,17.3,37.04,20.51,6.43,25341.0,83.97,11252.0,12340.0,7969.0,8971.0,6077.0,10578.0,9458.0,13.3,18.69,18.47,6.29,67.46,75494.0,2.97,20.9,74.96,2.18,3.86,10.59,73.51,2803.0,16.59,20.69,2200.0,0.0,0.0,1,1.07,87.0,92.99,112.0,119.71,858.0,917.09,875.0,935.26,2553.0,2728.82,141.0,150.71,0.0,0.0
TN,13.53,26.26,12.63,14.44,21645.0,76.12,11256.0,13594.0,5755.0,0.0,24245.0,4973.0,28059.0,19.55,40.08,10.47,6.1,56.13,11227.0,2.65,30.21,69.48,0.16,0.49,13.52,54.49,65.0,35.38,35.38,287.0,0.0,0.0,1,7.02,7.0,49.15,22.0,154.47,168.0,1179.61,122.0,856.62,795.0,5582.08,22.0,154.47,0.0,0.0
TN,13.8,26.42,13.1,15.54,20099.0,71.07,10458.0,11164.0,6737.0,3191.0,17556.0,5055.0,3491.0,19.77,44.71,10.09,6.23,57.91,14049.0,2.47,17.01,81.68,0.85,0.65,13.95,60.39,175.0,16.0,51.43,479.0,0.0,0.0,1,6.28,5.0,31.4,13.0,81.63,74.0,464.68,185.0,1161.7,376.0,2361.07,22.0,138.15,3.0,18.84
TN,13.77,26.7,13.56,13.57,22197.0,72.7,12332.0,15070.0,7144.0,10194.0,11128.0,6065.0,12923.0,18.18,31.04,18.24,6.9,56.09,152466.0,2.45,33.67,64.97,0.97,0.64,15.18,52.66,2574.0,18.3,23.39,7424.0,150.0,2.0,38,24.57,154.0,99.59,709.0,458.48,2131.0,1378.03,3144.0,2033.1,7907.0,5113.13,2255.0,1458.22,96.0,62.08
TN,12.83,24.88,12.32,17.46,17058.0,65.31,9752.0,10017.0,5124.0,3858.0,7083.0,5833.0,4574.0,20.8,45.4,9.82,7.05,54.54,11194.0,2.36,4.96,93.83,0.65,0.7,14.03,62.3,116.0,18.1,18.1,385.0,0.0,0.0,1,8.14,6.0,48.83,8.0,65.1,108.0,878.91,195.0,1586.91,472.0,3841.15,102.0,830.08,9.0,73.24
TN,14.78,28.77,14.25,11.02,22674.0,75.99,11682.0,17569.0,6982.0,11110.0,11761.0,7129.0,9393.0,22.96,29.57,17.48,8.71,57.95,610337.0,2.66,54.84,44.01,0.79,0.73,15.52,44.33,8298.0,21.32,28.55,18744.0,309.0,126.0,198,31.99,725.0,117.13,5366.0,866.91,3824.0,617.79,15314.0,2474.07,23434.0,3785.9,13289.0,2146.92,585.0,94.51
TN,16.62,21.53,10.63,5.06,69019.0,90.11,28087.0,28281.0,29695.0,40782.0,19439.0,12981.0,17225.0,1.11,2.78,53.52,2.28,70.03,32893.0,3.07,1.85,95.15,2.72,0.85,5.55,90.7,1285.0,11.75,13.31,418.0,0.0,0.0,0,0.0,1.0,2.75,6.0,16.49,3.0,8.25,61.0,167.69,573.0,1575.21,32.0,87.97,2.0,5.5
TN,20.71,38.51,24.46,8.8,26394.0,81.02,12983.0,14030.0,7551.0,10886.0,10868.0,2852.0,12255.0,15.99,23.03,27.24,5.97,64.7,44922.0,2.63,14.49,82.31,2.79,0.8,10.61,66.06,1315.0,22.51,38.33,1598.0,44.0,2.0,3,5.87,11.0,21.51,86.0,168.17,305.0,596.41,619.0,1210.43,2482.0,4853.44,200.0,391.09,11.0,21.51
TN,13.06,24.19,11.26,13.08,26298.0,74.61,12606.0,13009.0,7646.0,6476.0,9234.0,6278.0,6025.0,14.22,26.24,21.59,5.45,58.21,16761.0,2.54,6.89,91.91,0.85,0.67,11.3,70.28,245.0,3.27,16.33,512.0,0.0,0.0,0,0.0,4.0,22.2,7.0,38.84,17.0,94.33,150.0,832.32,558.0,3096.22,56.0,310.73,31.424242424242426,27.96515151515151
TN,13.97,26.67,13.37,15.05,20053.0,70.06,11400.0,12650.0,5998.0,32642.0,7336.0,0.0,12704.0,22.74,44.8,11.96,7.35,54.78,16317.0,2.44,19.32,80.12,0.26,0.44,15.51,57.94,69.0,50.72,50.72,345.0,0.0,0.0,4,22.22,19.0,105.54,20.0,111.1,131.0,727.7,240.0,1333.19,871.0,4838.35,60.0,333.3,0.0,0.0
TN,14.88,26.9,13.95,14.85,19259.0,69.25,10286.0,10546.0,7696.0,5513.0,9372.0,15000.0,5400.0,23.33,40.15,17.39,9.34,51.6,12054.0,2.49,9.42,89.8,0.51,0.5,12.82,63.34,91.0,10.99,31.87,340.0,0.0,0.0,0,0.0,6.0,42.76,11.0,78.4,77.0,548.78,111.0,791.11,486.0,3463.76,50.0,356.35,3.0,21.38
TN,12.6,28.02,13.54,14.89,25015.0,74.78,13662.0,13756.0,11330.0,32000.0,20352.0,11200.0,9508.0,9.92,24.1,17.99,4.97,61.5,12322.0,2.2,5.46,93.04,0.88,1.11,14.46,66.46,196.0,24.49,27.55,667.0,0.0,0.0,0,0.0,6.0,50.0,10.0,83.33,70.0,583.28,123.0,1024.91,446.0,3716.36,57.0,474.96,2.0,16.67
TN,17.76,25.22,11.56,4.81,47346.0,91.74,16080.0,16278.0,10216.0,10841.0,12906.0,10518.0,10733.0,2.33,9.08,23.51,2.41,74.51,26989.0,3.19,2.42,96.42,0.95,0.7,6.5,85.69,419.0,7.88,7.88,351.0,0.0,0.0,0,0.0,2.0,6.01,16.0,48.08,50.0,150.24,181.0,543.85,721.0,2166.4,35.0,105.17,31.424242424242426,27.96515151515151
TN,12.07,26.55,11.28,9.2,32348.0,84.49,16202.0,18079.0,8153.0,13820.0,7939.0,17055.0,16572.0,7.25,23.2,28.74,3.52,70.75,20098.0,2.57,17.99,81.05,0.51,0.92,12.39,70.35,323.0,28.79,31.58,920.0,0.0,0.0,1,3.89,13.0,50.55,28.0,108.87,86.0,334.38,157.0,610.44,925.0,3596.56,75.0,291.61,4.0,15.55
TN,12.96,25.42,11.87,13.37,25238.0,74.25,12558.0,14100.0,6986.0,1340.0,4980.0,4105.0,5957.0,14.26,33.26,14.22,5.89,59.54,28583.0,2.54,20.6,78.55,0.38,0.74,12.51,63.44,168.0,20.24,38.69,875.0,0.0,0.0,5,14.1,18.0,50.77,61.0,172.06,220.0,620.54,620.0,1748.79,1342.0,3785.29,93.0,262.32,14.0,39.49
TN,23.78,40.9,28.8,11.64,20646.0,76.16,11852.0,12110.0,6430.0,3780.0,7612.0,4892.0,11597.0,18.95,30.36,24.39,6.58,56.55,21744.0,2.54,2.87,95.01,1.76,0.75,10.4,71.23,624.0,31.57,40.06,721.0,0.0,0.0,1,4.16,4.0,16.65,7.0,29.14,45.0,187.34,145.0,603.64,631.0,2626.87,55.0,228.97,7.0,29.14
TN,14.41,27.55,14.17,13.71,19749.0,71.26,10490.0,10853.0,6778.0,6379.0,18515.0,0.0,15397.0,20.09,42.63,11.21,7.93,53.03,21385.0,2.45,9.01,90.36,0.31,0.43,15.19,58.72,129.0,5.43,24.03,533.0,24.0,0.0,2,8.94,13.0,58.13,18.0,80.49,53.0,237.0,234.0,1046.37,1008.0,4507.45,139.0,621.56,18.0,80.49
TN,16.04,27.4,12.66,13.04,17682.0,73.52,9066.0,13016.0,5736.0,8810.0,0.0,5278.0,4346.0,26.76,40.94,11.42,8.68,56.17,10019.0,2.71,53.49,45.97,0.16,0.7,14.42,47.32,69.0,0.0,0.0,150.0,0.0,0.0,0,0.0,11.0,105.34,16.0,153.23,132.0,1264.13,176.0,1685.5,338.0,3236.93,51.0,488.41,1.0,9.58
TN,13.88,24.42,13.06,16.87,25223.0,67.62,13420.0,13668.0,7089.0,27800.0,3396.0,6772.0,3408.0,13.87,28.26,23.72,6.43,51.66,19208.0,2.49,3.14,95.48,1.06,0.53,12.11,70.54,240.0,27.92,35.0,562.0,0.0,0.0,0,0.0,19.0,83.26,8.0,35.06,111.0,486.42,111.0,486.42,406.0,1779.14,50.0,219.11,4.0,17.53
TN,12.17,22.35,11.19,18.11,22750.0,65.45,13825.0,13949.0,8747.0,1452.0,31660.0,3252.0,14628.0,18.12,32.08,20.35,6.41,50.38,36365.0,2.33,4.43,94.82,0.58,0.34,12.94,67.48,503.0,6.16,17.1,1113.0,37.0,2.0,2,5.12,5.0,12.79,32.0,81.89,184.0,470.85,405.0,1036.39,1728.0,4421.93,138.0,353.14,15.0,38.38
TN,12.25,25.31,12.22,15.71,26728.0,78.01,13989.0,13978.0,16247.0,9030.0,14515.0,0.0,5428.0,7.62,24.3,15.86,4.64,63.18,21101.0,2.32,0.53,98.03,1.14,0.45,13.32,70.71,398.0,4.27,4.27,522.0,0.0,0.0,1,4.74,3.0,14.23,23.0,109.07,33.0,156.49,229.0,1085.98,649.0,3077.73,92.0,436.29,0.0,0.0
TN,12.98,23.63,11.74,17.23,20066.0,71.26,11429.0,11713.0,7271.0,1542.0,13262.0,167.0,7616.0,16.56,38.0,17.04,9.06,53.38,13532.0,2.42,6.19,93.34,0.2,0.36,14.23,62.58,80.0,5.0,5.0,477.0,2.0,0.0,0,0.0,6.0,42.02,6.0,42.02,47.0,329.15,273.0,1911.9,446.0,3123.47,58.0,406.19,1.0,7.0
TN,36.56,54.63,40.48,3.01,23815.0,90.06,9292.0,9889.0,7233.0,9263.0,6599.0,5628.0,5783.0,11.19,13.48,10.08,3.28,79.79,17866.0,4.29,15.84,78.84,2.37,5.02,7.01,79.78,378.0,14.02,16.93,272.0,0.0,0.0,2,11.53,6.0,34.59,20.0,115.29,71.0,409.29,293.0,1689.05,449.0,2588.34,84.0,484.23,1.0,5.76
TN,13.41,27.43,12.59,9.31,35483.0,85.07,15576.0,15679.0,15154.0,12670.0,11127.0,13103.0,20895.0,4.85,21.3,17.76,2.2,72.19,11219.0,2.55,3.44,95.17,1.08,0.57,12.19,76.4,233.0,13.3,14.16,367.0,0.0,0.0,0,0.0,0.0,0.0,26.0,214.79,50.0,413.05,127.0,1049.15,1075.0,8880.63,92.0,760.02,1.0,8.26
TN,15.82,29.16,15.93,13.24,22894.0,75.67,12265.0,12638.0,7845.0,6815.0,10781.0,10031.0,11329.0,17.38,33.81,17.07,5.58,58.95,30354.0,2.53,7.17,91.55,0.47,1.44,12.46,68.83,464.0,17.46,22.84,1054.0,2.0,0.0,1,2.92,12.0,35.04,23.0,67.16,265.0,773.84,369.0,1077.53,1038.0,3031.1,132.0,385.46,1.0,2.92
TN,13.87,26.24,12.56,12.15,26498.0,77.22,11677.0,12730.0,7055.0,29208.0,21306.0,30016.0,6478.0,16.34,36.09,11.55,6.6,60.45,18794.0,2.67,19.12,80.38,0.27,0.46,13.67,63.87,134.0,29.85,29.85,607.0,6.0,0.0,1,4.7,18.0,84.57,20.0,93.97,159.0,747.04,206.0,967.86,687.0,3227.78,57.0,267.81,3.0,14.1
TN,16.51,29.86,17.48,13.95,23053.0,73.68,13071.0,13456.0,7506.0,8849.0,8638.0,5925.0,9531.0,17.27,28.92,25.88,6.58,55.68,49381.0,2.51,5.9,93.09,0.65,0.64,12.44,68.53,801.0,27.34,35.96,1566.0,44.0,1.0,3,5.73,13.0,24.82,30.0,57.27,77.0,147.0,530.0,1011.84,1879.0,3587.25,217.0,414.28,27.0,51.55
TN,16.01,28.66,15.45,13.55,21063.0,73.89,11268.0,14703.0,6238.0,11620.0,11791.0,4393.0,9400.0,20.97,32.56,17.12,6.9,57.5,48949.0,2.55,40.25,59.13,0.44,0.53,13.47,51.56,327.0,49.24,51.99,1533.0,17.0,0.0,19,34.59,33.0,60.08,247.0,449.66,630.0,1146.89,1264.0,2301.07,3475.0,6326.12,287.0,522.47,35.0,63.72
TX,19.88,34.55,21.62,13.12,17852.0,74.2,10195.0,12126.0,5715.0,11313.0,5770.0,7320.0,6984.0,28.68,31.62,17.02,8.39,51.37,103590.0,2.62,23.14,67.6,0.92,16.35,12.97,54.56,4793.0,15.54,23.08,5606.0,43.0,4.0,29,26.88,141.0,130.69,453.0,419.89,1043.0,966.77,2397.0,2221.81,6121.0,5673.63,1070.0,991.8,18.0,16.68
TX,15.73,28.57,15.16,14.26,24763.0,73.92,12929.0,14051.0,7496.0,9126.0,9107.0,5267.0,4542.0,15.61,24.86,19.23,7.19,57.76,31601.0,2.54,12.63,83.22,0.77,4.39,13.53,64.64,938.0,17.91,35.39,1807.0,1.0,0.0,1,3.11,29.0,90.25,71.0,220.96,131.0,407.69,468.0,1456.49,1817.0,5654.8,151.0,469.94,6.0,18.67
TX,14.18,32.78,15.14,4.58,35048.0,90.25,16239.0,17420.0,11615.0,13416.0,11175.0,7804.0,9045.0,8.21,12.19,29.99,4.99,74.65,261721.0,2.6,8.41,82.64,3.92,8.91,12.77,75.99,20006.0,19.03,30.13,12116.0,47.0,1.0,7,2.39,146.0,49.94,710.0,242.88,1396.0,477.55,3977.0,1360.48,11514.0,3938.78,2452.0,838.8,97.0,33.18
TX,8.23,18.3,6.98,13.57,45892.0,80.46,24462.0,24669.0,12941.0,16625.0,36559.0,10485.0,12650.0,3.33,7.59,48.93,2.69,70.55,13842.0,2.35,0.41,94.65,1.98,7.95,12.8,77.07,703.0,0.85,5.26,319.0,0.0,0.0,1,6.69,2.0,13.38,24.0,160.6,25.0,167.29,149.0,997.06,357.0,2388.92,45.0,301.12,1.0,6.69
TX,19.93,33.12,16.79,7.32,18395.0,79.18,6981.0,7674.0,2922.0,5577.0,13361.0,5195.0,6331.0,37.29,51.16,11.63,11.24,51.36,122899.0,3.84,0.12,70.83,0.38,93.87,8.73,67.71,29945.0,14.07,21.62,1969.0,4.0,0.0,21,13.75,7.0,4.58,163.0,106.72,862.0,564.37,1720.0,1126.13,6246.0,4089.41,1040.0,680.91,80.0,52.38
TX,16.42,29.95,16.25,11.57,23534.0,76.93,11353.0,12578.0,6863.0,11822.0,7491.0,6391.0,6800.0,18.5,29.08,17.61,7.71,61.16,84474.0,2.76,4.8,78.81,1.14,27.99,12.12,70.45,4542.0,7.9,13.43,3958.0,240.0,1.0,8,8.85,43.0,47.57,39.0,43.14,373.0,412.63,842.0,931.46,3333.0,3687.11,174.0,192.49,48.86335403726708,36.77931677018634
TX,18.8,30.03,14.87,10.44,16180.0,69.32,5740.0,6694.0,5575.0,0.0,0.0,4040.0,5022.0,37.04,61.8,6.31,12.26,44.19,12849.0,3.59,1.85,62.03,0.19,91.07,10.59,61.18,644.0,0.0,3.26,554.0,0.0,0.0,1,7.38,1.0,7.38,3.0,22.15,52.0,383.99,302.0,2230.1,324.0,2392.56,56.0,413.53,8.0,59.08
TX,14.14,28.92,12.52,4.73,35934.0,89.64,14115.0,14509.0,11766.0,13014.0,12912.0,9852.0,10522.0,7.73,18.76,18.31,4.74,74.16,101484.0,2.83,5.83,87.21,2.63,8.77,13.21,74.52,4731.0,10.48,21.81,3395.0,0.0,4.0,5,4.32,33.0,28.5,137.0,118.34,481.0,415.48,1062.698113207547,1167.5239622641511,5181.0,4475.25,761.0,657.34,93.0,80.33
TX,14.86,25.11,11.97,14.7,19157.0,70.65,9210.0,10689.0,4548.0,6947.0,20000.0,4989.0,5067.0,23.02,41.2,11.11,8.51,53.98,11967.0,2.62,5.57,73.69,0.15,28.98,10.51,70.05,298.0,2.68,9.06,721.0,0.0,0.0,1,8.19,7.0,57.36,9.0,73.75,97.0,794.82,214.0,1753.52,451.0,3695.51,30.0,245.82,5.0,40.97
TX,16.21,26.78,12.34,6.32,41028.0,88.18,17060.0,17853.0,12576.0,18319.0,17993.0,12205.0,11526.0,3.78,12.99,29.02,4.57,72.16,35748.0,2.86,12.06,82.54,2.14,6.65,11.2,76.06,1211.0,5.95,11.31,849.0,0.0,0.0,0,0.0,19.0,51.17,56.0,150.83,98.0,263.95,414.0,1115.06,1188.0,3199.74,262.0,705.67,16.0,43.09
TX,15.84,27.12,14.35,15.63,21238.0,68.76,10954.0,13426.0,5493.0,5342.0,7163.0,6145.0,6270.0,21.04,35.92,15.48,8.15,53.5,22911.0,2.67,25.51,67.85,0.92,9.09,12.16,59.85,970.0,21.55,29.69,1054.0,5.0,0.0,0,0.0,28.0,119.98,38.0,162.83,93.0,398.51,383.0,1641.17,1227.0,5257.75,59.0,252.82,21.0,89.99
TX,12.38,26.09,10.8,3.93,48901.0,92.36,19526.0,19703.0,17851.0,19152.0,16289.0,14910.0,13851.0,4.24,10.57,35.12,3.09,77.58,29202.0,2.66,1.79,94.7,1.13,5.67,12.29,82.38,773.0,17.98,24.06,938.0,0.0,0.0,0,0.0,16.0,42.82,15.0,40.14,78.0,208.73,210.0,561.96,776.0,2076.59,69.0,184.65,14.0,37.46
TX,13.74,27.49,11.16,4.23,45043.0,92.17,17932.0,18626.0,14520.0,19782.0,13588.0,9323.0,8996.0,4.92,10.8,32.3,3.09,74.05,30159.0,2.85,5.13,88.12,2.32,11.74,10.54,82.29,1763.0,8.11,15.43,795.0,0.0,2.0,0,0.0,9.0,23.81,14.0,37.04,26.0,68.79,333.0,881.0,884.0,2338.75,92.0,243.4,0.0,0.0
TX,13.17,31.03,14.35,8.72,27489.0,82.88,16300.0,22898.0,8444.0,10048.0,12628.0,6433.0,7093.0,17.97,26.55,27.12,7.43,65.59,1006877.0,2.5,29.5,55.3,2.18,20.88,15.58,57.49,125862.0,15.56,27.63,63540.0,1200.0,293.0,317,30.42,1000.0,95.96,7420.0,712.03,9439.0,905.78,20975.0,2012.79,54183.0,5199.46,17465.0,1675.96,1324.0,127.05
TX,18.57,29.66,14.96,13.32,17489.0,66.89,6887.0,7587.0,11243.0,34652.0,480.0,4549.0,5133.0,37.33,47.39,12.19,12.14,44.13,28653.0,3.45,0.16,75.37,0.15,80.08,7.43,68.65,6280.0,12.52,17.8,2343.0,0.0,0.0,0,0.0,2.0,5.11,12.0,30.64,56.0,143.0,456.0,1164.45,1562.0,3988.76,202.0,515.83,16.0,40.86
TX,15.97,21.16,10.79,4.11,77530.0,92.92,31967.0,31742.0,42375.0,34822.0,46973.0,2897.0,10510.0,1.25,6.98,45.54,3.12,70.71,12724.0,3.11,0.67,96.74,1.71,2.26,5.15,90.88,435.0,22.76,29.89,215.0,0.0,0.0,0,0.0,1.0,5.29,1.0,5.29,4.0,21.17,31.0,164.04,229.0,1211.77,8.0,42.33,1.0,5.29
TX,15.33,27.52,12.7,9.28,21946.0,77.74,9924.0,11409.0,7261.0,500.0,11843.0,5175.0,6081.0,20.44,35.51,10.78,9.97,55.43,10886.0,2.88,4.68,71.3,3.03,46.63,11.21,68.92,779.0,24.01,26.57,536.0,0.0,0.0,0,0.0,3.0,25.49,8.0,67.98,135.0,1147.18,155.0,1317.13,437.0,3713.46,28.0,237.93,6.0,50.99
TX,16.25,27.12,13.19,11.2,18962.0,70.46,8515.0,9117.0,4721.0,6209.0,31527.0,5664.0,6177.0,28.5,41.74,10.58,9.97,49.56,19788.0,3.11,0.89,78.96,0.32,72.59,10.33,69.91,650.0,4.0,4.0,827.0,0.0,0.0,0,0.0,8.0,38.55,10.0,48.19,122.0,587.92,389.0,1874.61,961.0,4631.1,41.0,197.58,22.0,106.02
